id,hebrew,transliterated
55878,מוסמכת,mwsmkt
55879,לנקוט,lnqwv
55880,שום,ewm
55881,צעד,cyd
55882,שיש,eie
55883,בו,bw
55884,כדי,kdi
55885,לשמור,lemwr
55886,על,yl
55887,היקפן,hiqpn
55888,של,el
55889,מכסות,mkswt
55890,הייצור,hiicwr
55891,ומיוחדים,wmiwxdim
55892,מאוד,mawd
55893,עם,ym
55894,ישראל,ieral
55895,אנו,anw
55896,עומדים,ywmdim
55897,בקשר,bqer
55898,עם,ym
55899,בעלי,byli
55900,התפקידים,htpqidim
55901,שם,em
55902,והתנהגותם,whtnhgwtm
55903,ביחס,bixs
55904,במפרץ,bmprc
55905,היתה,hith
55906,טובה,vwbh
55907,עד,yd
55908,מאוד,mawd
55909,אנו,anw
55910,משדרים,medrim
55911,גל,gl
55912,דברים,dbrim
55913,אלה,alh
55914,השמיע,hemiy
55915,הנשיא,hneia
55916,גורג,gwrg
55917,בוש,bwe
55918,כתשובה,ktewbh
55919,על,yl
55920,שאלה,ealh
55921,וישראל,wieral
55922,לכאורה,lkawrh
55923,לא,la
55924,יכול,ikwl
55925,להתבטא,lhtbva
55926,ידידותית,ididwtit
55927,אבל,abl
55928,קיום,qiwm
55929,השגרה,hegrh
55930,שלפיה,elpih
55931,נציגי,ncigi
55932,שתי,eti
55933,המדינות,hmdinwt
55934,נפגשים,npgeim
55935,לחצי,lxci
55936,שנה,enh
55937,על,yl
55938,תיאום,tiawm
55939,אסטראטגי,asvravgi
55940,מבטיח,mbvix
55941,כשלעצמו,kelycmw
55942,ואשינגטון,waeingvwn
55943,וירושלים,wirwelim
55944,משדרות,medrwt
55945,אותו,awtw
55946,גל,gl
55947,שיחות,eixwt
55948,אלה,alh
55949,נחתם,nxtm
55950,הקיטוב,hqivwb
55951,בין,bin
55952,ארצות,arcwt
55953,הברית,hbrit
55954,לברית,lbrit
55955,המועצות,hmwycwt
55956,הטביע,hvbiy
55957,את,at
55958,חותמו,xwtmw
55959,גם,gm
55960,על,yl
55961,הזירה,hzirh
55962,המזרח,hmzrx
55963,היעלמו,hiylmw
55964,של,el
55965,קיטוב,qivwb
55966,זה,zh
55967,אינו,ainw
55968,צריך,crik
55969,לרופף,lrwpp
55970,את,at
55971,רקמת,rqmt
55972,הקשרים,hqerim
55973,שנרקמו,enrqmw
55974,פלישת,pliet
55975,העיראקים,hyiraqim
55976,לכוויית,lkwwiit
55977,ופריסת,wprist
55978,כוחות,kwxwt
55979,גדולים,gdwlim
55980,של,el
55981,הצבא,hcba
55982,האמריקאי,hamriqai
55983,בסעודיה,bsywdih
55984,משותף,mewtp
55985,וישראל,wieral
55986,ומן,wmn
55987,הראוי,hrawi
55988,שישוו,eieww
55989,מוחשית,mwxeit
55990,הכוללני,hkwllni
55991,ששמו,eemw
55992,תיאום,tiawm
55993,אסטראטגי,asvravgi
55994,ישראל,ieral
55995,על,yl
55996,בקשת,bqet
55997,האמריקאים,hamriqaim
55998,פרופיל,prwpil
55999,נמוך,nmwk
56000,אבל,abl
56001,איומיו,aiwmiw
56002,של,el
56003,השליט,heliv
56004,העיראקי,hyiraqi
56005,על,yl
56006,ישראל,ieral
56007,סכנה,sknh
56008,לנו,lnw
56009,להתעלם,lhtylm
56010,ממנה,mmnh
56011,סדאם,sdam
56012,חוסיין,xwsiin
56013,עלול,ylwl
56014,לנסות,lnswt
56015,להגשים,lhgeim
56016,אותם,awtm
56017,אם,am
56018,הצבא,hcba
56019,יפעל,ipyl
56020,נגד,ngd
56021,הכוחות,hkwxwt
56022,העיראקיים,hyiraqiim
56023,ומי,wmi
56024,יתקע,itqy
56025,לידינו,lidinw
56026,יתקוף,itqwp
56027,אותנו,awtnw
56028,גם,gm
56029,עילה,yilh
56030,זו,zw
56031,תקווה,tqwwh
56032,להצליח,lhclix
56033,מהלך,mhlk
56034,כזה,kzh
56035,את,at
56036,המקשרת,hmqert
56037,כעת,kyt
56038,את,at
56039,מצרים,mcrim
56040,וסוריה,wswrih
56041,עם,ym
56042,ארצות,arcwt
56043,ככל,kkl
56044,שישראל,eieral
56045,מלהתערב,mlhtyrb
56046,היא,hia
56047,אינה,ainh
56048,מהחובה,mhxwbh
56049,לדאוג,ldawg
56050,לבטחונה,lbvxwnh
56051,ישראל,ieral
56052,עלולה,ylwlh
56053,במשבר,bmebr
56054,בעל,byl
56055,כורחה,kwrxh
56056,פי,pi
56057,יוזמת,iwzmt
56058,השליט,heliv
56059,ראשי,raei
56060,ההנהגה,hhnhgh
56061,אמרו,amrw
56062,כי,ki
56063,מתקפה,mtqph
56064,עיראקית,yiraqit
56065,על,yl
56066,ישראל,ieral
56067,לא,la
56068,תעבור,tybwr
56069,בלי,bli
56070,תגובה,tgwbh
56071,אמריקאית,amriqait
56072,הבטחה,hbvxh
56073,מרגיעה,mrgiyh
56074,שאנו,eanw
56075,רושמים,rwemim
56076,לפנינו,lpninw
56077,היינו,hiinw
56078,רגועים,rgwyim
56079,יותר,iwtr
56080,לו,lw
56081,האמריקאי,hamriqai
56082,מעדכן,mydkn
56083,את,at
56084,בכל,bkl
56085,הנוגע,hnwgy
56086,לתכונותיו,ltkwnwtiw
56087,הצבא,hcba
56088,העיראקי,hyiraqi
56089,עצמה,ycmh
56090,אם,am
56091,המושג,hmweg
56092,תיאום,tiawm
56093,אסטראטגי,asvravgi
56094,הוא,hwa
56095,בעל,byl
56096,גם,gm
56097,אינה,ainh
56098,צריכה,crikh
56099,עוד,ywd
56100,ממהלכים,mmhlkim
56101,סובייטיים,swbiiviim
56102,במזרח,bmzrx
56103,התיכון,htikwn
56104,אזי,azi
56105,רשאית,reait
56106,לצפות,lcpwt
56107,האמריקאים,hamriqaim
56108,יעבירו,iybirw
56109,אליה,alih
56110,בדרך,bdrk
56111,וללא,wlla
56112,הפסד,hpsd
56113,זמן,zmn
56114,הלוויינים,hlwwiinim
56115,על,yl
56116,תנועות,tnwywt
56117,הצבא,hcba
56118,תמוה,tmwh
56119,כי,ki
56120,ציפייה,cipiih
56121,זאת,zat
56122,לא,la
56123,נתמלאה,ntmlah
56124,השיחות,heixwt
56125,בוואשינגטון,bwwaeingvwn
56126,מספקות,mspqwt
56127,לאמריקאים,lamriqaim
56128,את,at
56129,לתקן,ltqn
56130,העיוות,hyiwwt
56131,שדבקו,edbqw
56132,בו,bw
56133,עד,yd
56134,כה,kh
56135,העיראקית,hyiraqit
56136,מנסה,mnsh
56137,ממילא,mmila
56138,להשחיר,lhexir
56139,ארצות,arcwt
56140,הברית,hbrit
56141,בשל,bel
56142,יחסי,ixsi
56143,שהיא,ehia
56144,מקיימת,mqiimt
56145,עם,ym
56146,ישראל,ieral
56147,כל,kl
56148,ניסיון,nisiwn
56149,אמריקאי,amriqai
56150,יחסים,ixsim
56151,אלה,alh
56152,אף,ap
56153,להתנכר,lhtnkr
56154,להם,lhm
56155,לא,la
56156,יציל,icil
56157,את,at
56158,מהטענה,mhvynh
56159,של,el
56160,בגדד,bgdd
56161,כי,ki
56162,רק,rq
56163,מעמידה,mymidh
56164,פנים,pnim
56165,ישראל,ieral
56166,לשקוד,leqwd
56167,על,yl
56168,בטחונה,bvxwnh
56169,והיא,whia
56170,חובתה,xwbth
56171,זו,zw
56172,התנאים,htnaim
56173,עם,ym
56174,זאת,zat
56175,היא,hia
56176,מעוניינת,mywniint
56177,שלא,ela
56178,להכביד,lhkbid
56179,ארצות,arcwt
56180,הברית,hbrit
56181,עם,ym
56182,גם,gm
56183,מתוך,mtwk
56184,הכרה,hkrh
56185,של,el
56186,זו,zw
56187,אבל,abl
56188,היא,hia
56189,זכאית,zkait
56190,אמריקאי,amriqai
56191,ואם,wam
56192,הצבאית,hcbait
56193,האמריקאית,hamriqait
56194,על,yl
56195,אדמת,admt
56196,סעודיה,sywdih
56197,עלולה,ylwlh
56198,לסבך,lsbk
56199,את,at
56200,ישראל,ieral
56201,זה,zh
56202,הוגן,hwgn
56203,למנוע,lmnwy
56204,ממנה,mmnh
56205,את,at
56206,המידע,hmidy
56207,העומד,hywmd
56208,לרשות,lrewt
56209,הצבא,hcba
56210,האמריקאי,hamriqai
56211,ולקפח,wlqpx
56212,בדרך,bdrk
56213,זו,zw
56214,מפני,mpni
56215,אויב,awib
56216,המאיים,hmaiim
56217,עלינו,ylinw
56218,אף,ap
56219,יותר,iwtr
56220,מאשר,maer
56221,על,yl
56222,החברה,hxbrh
56223,הכלכלית,hklklit
56224,של,el
56225,התאחדות,htaxdwt
56226,המלונות,hmlwnwt
56227,נקלעה,nqlyh
56228,למצב,lmcb
56229,קשה,qeh
56230,כתוצאה,ktwcah
56231,מירידה,miridh
56232,בהיקף,bhiqp
56233,בתי,bti
56234,המלון,hmlwn
56235,בתנועת,btnwyt
56236,התיירות,htiirwt
56237,מספקת,mspqt
56238,ציוד,ciwd
56239,ומזון,wmzwn
56240,למלונות,lmlwnwt
56241,הבעיה,hbyih
56242,נדונה,ndwnh
56243,בישיבה,bieibh
56244,סגורה,sgwrh
56245,של,el
56246,התאחדות,htaxdwt
56247,המלונות,hmlwnwt
56248,שהתקיימה,ehtqiimh
56249,בסוף,bswp
56250,השבוע,hebwy
56251,בתל,btl
56252,אביב,abib
56253,אחד,axd
56254,המלונאות,hmlwnawt
56255,הציע,hciy
56256,להיכנס,lhikns
56257,בבעלות,bbylwt
56258,החברה,hxbrh
56259,הוחלט,hwxlv
56260,שלא,ela
56261,אותה,awth
56262,על,yl
56263,מנך,mnk
56264,החברה,hxbrh
56265,הוטל,hwvl
56266,להכין,lhkin
56267,נתונים,ntwnim
56268,מפורט,mpwrv
56269,לדיון,ldiwn
56270,בדבר,bdbr
56271,החברה,hxbrh
56272,בשנה,benh
56273,ההנהלה,hhnhlh
56274,אף,ap
56275,בהכנת,bhknt
56276,מסמך,msmk
56277,בקשה,bqeh
56278,לסיוע,lsiwy
56279,חירום,xirwm
56280,מהממשלה,mhmmelh
56281,קפידבינהתוכנית,qpidbinhtwknit
56282,התאחדות,htaxdwt
56283,המלונות,hmlwnwt
56284,למניעת,lmniyt
56285,היפלטותם,hiplvwtm
56286,של,el
56287,עובדים,ywbdim
56288,מקצועיים,mqcwyiim
56289,מבתי,mbti
56290,המלון,hmlwn
56291,בשל,bel
56292,בענף,bynp
56293,תובא,twba
56294,היום,hiwm
56295,לאישור,laiewr
56296,בפני,bpni
56297,נציגי,ncigi
56298,משרד,merd
56299,העבודה,hybwdh
56300,התעסוקה,htyswqh
56301,הסתדרות,hstdrwt
56302,האירוח,hairwx
56303,הלאומי,hlawmi
56304,על,yl
56305,פי,pi
56306,ההתאחדות,hhtaxdwt
56307,יעקב,iyqb
56308,ייצאו,iicaw
56309,לחופשה,lxwpeh
56310,ללא,lla
56311,עד,yd
56312,53,53
56313,הקבוע,hqbwy
56314,של,el
56315,בתי,bti
56316,שהיו,ehiw
56317,מועמדים,mwymdim
56318,לפיטורים,lpivwrim
56319,בשל,bel
56320,צמצומים,cmcwmim
56321,החופשה,hxwpeh
56322,תימשך,timek
56323,ששה,eeh
56324,חודשים,xwdeim
56325,בתקופת,btqwpt
56326,החופשה,hxwpeh
56327,יעברו,iybrw
56328,העובדים,hywbdim
56329,קורסים,qwrsim
56330,ולקידום,wlqidwm
56331,המקצועי,hmqcwyi
56332,שיורכבו,eiwrkbw
56333,משעות,meywt
56334,לימוד,limwd
56335,עיוניות,yiwniwt
56336,ומשעות,wmeywt
56337,עבודה,ybwdh
56338,מעשית,myeit
56339,יקבלו,iqblw
56340,בתקופה,btqwph
56341,זו,zw
56342,דמי,dmi
56343,בשיעור,beiywr
56344,של,el
56345,ממשכורתם,mmekwrtm
56346,הממוצעת,hmmwcyt
56347,בשלושת,belwet
56348,האחרונים,haxrwnim
56349,להערכת,lhyrkt
56350,ההתאחדות,hhtaxdwt
56351,הסכומים,hskwmim
56352,משרד,merd
56353,האוצר,hawcr
56354,מאפשרים,maperim
56355,בשלב,belb
56356,זה,zh
56357,להכליל,lhklil
56358,בה,bh
56359,500,500
56360,במקצועות,bmqcwywt
56361,הטבחות,hvbxwt
56362,הקבלה,hqblh
56363,ועבודות,wybwdwt
56364,האחזקה,haxzqh
56365,עם,ym
56366,זאת,zat
56367,כי,ki
56368,הדרישה,hdrieh
56369,בתוכנית,btwknit
56370,תהיה,thih
56371,5,5
56372,ספק,spq
56373,אם,am
56374,כרטסת,krvst
56375,כך,kk
56376,כוללת,kwllt
56377,לאלף,lalp
56378,כולל,kwll
56379,אלה,alh
56380,שנשרו,enerw
56381,עזבו,yzbw
56382,הארץ,harc
56383,או,aw
56384,שטרם,evrm
56385,הגיעו,hgiyw
56386,לגיל,lgil
56387,המעניק,hmyniq
56388,להם,lhm
56389,זכות,zkwt
56390,הצבעה,hcbyh
56391,בקרית,bqrit
56392,ובחברון,wbxbrwn
56393,המעוזים,hmywzim
56394,של,el
56395,התנועה,htnwyh
56396,שמשם,emem
56397,לפגיעה,lpgiyh
56398,ברכוש,brkwe
56399,ולמסע,wlmsy
56400,הם,hm
56401,מונים,mwnim
56402,עשרות,yerwt
56403,בלבד,blbd
56404,איך,aik
56405,זה,zh
56406,אם,am
56407,כן,kn
56408,שבהלווייתו,ebhlwwiitw
56409,של,el
56410,כהנא,khna
56411,02,02
56412,אלף,alp
56413,יש,ie
56414,אומרים,awmrim
56415,51,51
56416,אלף,alp
56417,ויש,wie
56418,המסתפקים,hmstpqim
56419,ב01,b01
56420,אלפים,alpim
56421,איפה,aiph
56422,הכוח,hkwx
56423,בכרטסת,bkrvst
56424,או,aw
56425,בהלויית,bhlwiit
56426,ספק,spq
56427,עלה,ylh
56428,במידת,bmidt
56429,אחרי,axri
56430,שנרצח,enrcx
56431,לתקופה,ltqwph
56432,מסוימת,mswimt
56433,ייתכן,iitkn
56434,הרצח,hrcx
56435,הוא,hwa
56436,היה,hih
56437,נעלם,nylm
56438,מהמפה,mhmph
56439,הישראלית,hieralit
56440,כך,kk
56441,לפחות,lpxwt
56442,נראה,nrah
56443,התהליך,hthlik
56444,שנפסלה,enpslh
56445,מועמדותו,mwymdwtw
56446,לכנסת,lknst
56447,אך,ak
56448,נראה,nrah
56449,שאי,eai
56450,אפשר,aper
56451,לשפוט,lepwv
56452,עוצמתו,ywcmtw
56453,שלאחר,elaxr
56454,לפי,lpi
56455,עוצמת,ywcmt
56456,הלווייתו,hlwwiitw
56457,לא,la
56458,היתה,hith
56459,זו,zw
56460,ההלווייה,hhlwwiih
56461,הראשונה,hraewnh
56462,זה,zh
56463,בירושלים,birwelim
56464,האחרונים,haxrwnim
56465,שני,eni
56466,הנערים,hnyrim
56467,שנרצחו,enrcxw
56468,לפני,lpni
56469,כשלושה,kelweh
56470,חודשים,xwdeim
56471,לא,la
56472,היו,hiw
56473,מנהיגים,mnhigim
56474,וגם,wgm
56475,לא,la
56476,החיילת,hxiilt
56477,שנדקרה,endqrh
56478,בשכונת,bekwnt
56479,למרות,lmrwt
56480,שמשפחות,emepxwt
56481,קורבנות,qwrbnwt
56482,הרצח,hrcx
56483,שלא,ela
56484,יהפכו,ihpkw
56485,את,at
56486,הכבד,hkbd
56487,להפגנות,lhpgnwt
56488,שנאה,enah
56489,וגזענות,wgzynwt
56490,היו,hiw
56491,אלה,alh
56492,הפגנות,hpgnwt
56493,שעוצמת,eywcmt
56494,הרעל,hryl
56495,הגזעני,hgzyni
56496,לא,la
56497,נפלה,nplh
56498,מזו,mzw
56499,שבהלוויית,ebhlwwiit
56500,כהנא,khna
56501,נדמה,ndmh
56502,שחלק,exlq
56503,הקהל,hqhl
56504,הוא,hwa
56505,אותו,awtw
56506,קהל,qhl
56507,ממש,mme
56508,ההופך,hhwpk
56509,כבר,kbr
56510,המתאבלים,hmtablim
56511,הקבוע,hqbwy
56512,לכל,lkl
56513,קורבן,qwrbn
56514,חבלה,xblh
56515,תוצאות,twcawt
56516,הפורענות,hpwrynwt
56517,הנלווית,hnlwwit
56518,להלוויות,lhlwwiwt
56519,ההפגנה,hhpgnh
56520,האלה,halh
56521,היו,hiw
56522,צנועות,cnwywt
56523,בשבוע,bebwy
56524,לעומת,lywmt
56525,הקודמות,hqwdmwt
56526,הודות,hwdwt
56527,להיערכות,lhiyrkwt
56528,נכונה,nkwnh
56529,יותר,iwtr
56530,של,el
56531,המשטרה,hmevrh
56532,שהשכילה,ehekilh
56533,יש,ie
56534,להניח,lhnix
56535,שרק,erq
56536,מקרב,mqrb
56537,קהל,qhl
56538,הפורעים,hpwryim
56539,המלווים,hmlwwim
56540,היו,hiw
56541,מצביעי,mcbiyi
56542,מצביעיו,mcbiyiw
56543,הפוטנציאליים,hpwvncialiim
56544,הם,hm
56545,מצביעי,mcbiyi
56546,ליכוד,likwd
56547,תומכים,twmkim
56548,בתחיה,btxih
56549,בצומת,bcwmt
56550,במולדת,bmwldt
56551,בקיצור,bqicwr
56552,המחנה,hmxnh
56553,בקואליציה,bqwalicih
56554,הדברים,hdbrim
56555,האלה,halh
56556,באים,baim
56557,כדי,kdi
56558,להפחית,lhpxit
56559,במידת,bmidt
56560,הסכנה,hsknh
56561,שבכהנא,ebkhna
56562,חי,xi
56563,או,aw
56564,מת,mt
56565,ושבתלמידיו,webtlmidiw
56566,בנקמה,bnqmh
56567,אמנם,amnm
56568,בריונים,briwnim
56569,סתם,stm
56570,אך,ak
56571,גם,gm
56572,בריון,briwn
56573,מסוגל,mswgl
56574,לרצוח,lrcwx
56575,שומרים,ewmrim
56576,עליו,yliw
56577,יתרה,itrh
56578,מזה,mzh
56579,היתה,hith
56580,השפעה,hepyh
56581,בתפישות,btpiewt
56582,הציבור,hcibwr
56583,מעצם,mycm
56584,קיומם,qiwmm
56585,הם,hm
56586,נתנו,ntnw
56587,לגיטימציה,lgivimcih
56588,למפלגות,lmplgwt
56589,כמו,kmw
56590,תחיה,txih
56591,צומת,cwmt
56592,או,aw
56593,מולדת,mwldt
56594,עם,ym
56595,זה,zh
56596,יש,ie
56597,להעמיד,lhymid
56598,את,at
56599,במקומו,bmqwmw
56600,הנכון,hnkwn
56601,להניח,lhnix
56602,והשלכותיו,whelkwtiw
56603,לטשטש,lveve
56604,זאת,zat
56605,בסופו,bswpw
56606,של,el
56607,דבר,dbr
56608,הוא,hwa
56609,היה,hih
56610,לא,la
56611,מאשר,maer
56612,ליצן,licn
56613,ליצן,licn
56614,מאוס,maws
56615,ואפילו,wapilw
56616,מסוכן,mswkn
56617,אך,ak
56618,בכל,bkl
56619,זאת,zat
56620,ליצן,licn
56621,גם,gm
56622,לחלק,lxlq
56623,הקיצוני,hqicwni
56624,שבציבור,ebcibwr
56625,יש,ie
56626,אינסטינקטים,ainsvinqvim
56627,בריאים,briaim
56628,להעריך,lhyrik
56629,את,at
56630,אישיותם,aieiwtm
56631,של,el
56632,אלה,alh
56633,הרוצים,hrwcim
56634,לכבוש,lkbwe
56635,מכאן,mkan
56636,הצלחתו,hclxtw
56637,האפסית,hapsit
56638,של,el
56639,כהנא,khna
56640,בגיוס,bgiws
56641,משתתפים,mettpim
56642,לאסיפות,lasipwt
56643,הפוליטיות,hpwliviwt
56644,היו,hiw
56645,ישובים,iewbim
56646,ושכונות,wekwnwt
56647,גם,gm
56648,המאוכלסים,hmawklsim
56649,על,yl
56650,ידי,idi
56651,תומכיו,twmkiw
56652,הפוטנציאליים,hpwvncialiim
56653,הפלקטים,hplqvim
56654,בהם,bhm
56655,בפגישה,bpgieh
56656,מנהיג,mnhig
56657,כך,kk
56658,על,yl
56659,לקריאה,lqriah
56660,לא,la
56661,כהנא,khna
56662,יצר,icr
56663,את,at
56664,הגזענות,hgzynwt
56665,שבציבור,ebcibwr
56666,וספק,wspq
56667,אף,ap
56668,אם,am
56669,הוסיף,hwsip
56670,הרבה,hrbh
56671,הגזענות,hgzynwt
56672,הישראלית,hieralit
56673,תוצר,twcr
56674,של,el
56675,התזוזה,htzwzh
56676,הפוליטית,hpwlivit
56677,המתמדת,hmtmdt
56678,ימינה,iminh
56679,שמסרה,emsrh
56680,השלטון,helvwn
56681,לידי,lidi
56682,הליכוד,hlikwd
56683,לידי,lidi
56684,הקמת,hqmt
56685,ממשלה,mmelh
56686,לאומנית,lawmnit
56687,טהורה,vhwrh
56688,31,31
56689,שנות,enwt
56690,הליכוד,hlikwd
56691,פיתחו,pitxw
56692,בחלק,bxlq
56693,גדול,gdwl
56694,של,el
56695,הציבור,hcibwr
56696,כי,ki
56697,כל,kl
56698,נסיגה,nsigh
56699,מהשטחים,mhevxim
56700,היא,hia
56701,בלתי,blti
56702,אפשרית,aperit
56703,לחלקים,lxlqim
56704,בציבור,bcibwr
56705,הצליח,hclix
56706,הליכוד,hlikwd
56707,להעביר,lhybir
56708,אף,ap
56709,כי,ki
56710,עצם,ycm
56711,דיבור,dibwr
56712,הוא,hwa
56713,בגידה,bgidh
56714,ברעיון,bryiwn
56715,הציוני,hciwni
56716,ובביטחון,wbbivxwn
56717,הארץ,harc
56718,זה,zh
56719,בלתי,blti
56720,נמנע,nmny
56721,שבפני,ebpni
56722,חלק,xlq
56723,הציבור,hcibwr
56724,תעמוד,tymwd
56725,ברירה,brirh
56726,אכזרית,akzrit
56727,המוצאת,hmwcat
56728,יום,iwm
56729,יום,iwm
56730,את,at
56731,חיזוקה,xizwqh
56732,במציאות,bmciawt
56733,של,el
56734,המצב,hmcb
56735,משמעו,memyw
56736,מלחמה,mlxmh
56737,יום,iwm
56738,יומית,iwmit
56739,בכל,bkl
56740,חצר,xcr
56741,בכל,bkl
56742,סופרמרקט,swprmrqv
56743,חלק,xlq
56744,זה,zh
56745,בציבור,bcibwr
56746,את,at
56747,הזאת,hzat
56748,אי,ai
56749,אפשר,aper
56750,בשום,bewm
56751,הסדר,hsdr
56752,מדיני,mdini
56753,שכן,ekn
56754,נסיגה,nsigh
56755,היא,hia
56756,התאבדות,htabdwt
56757,סופה,swph
56758,מדינת,mdint
56759,ואם,wam
56760,המשך,hmek
56761,הוא,hwa
56762,מצב,mcb
56763,מקודש,mqwde
56764,המוצא,hmwca
56765,היחידי,hixidi
56766,מהמלחמה,mhmlxmh
56767,המתמדת,hmtmdt
56768,הזו,hzw
56769,הוא,hwa
56770,הערבים,hyrbim
56771,או,aw
56772,במחנות,bmxnwt
56773,ריכוז,rikwz
56774,ובגיטאות,wbgivawt
56775,זהו,zhw
56776,התרגום,htrgwm
56777,של,el
56778,סיסמת,sismt
56779,היד,hid
56780,החזקה,hxzqh
56781,כל,kl
56782,עוד,ywd
56783,בארץ,barc
56784,מבחוץ,mbxwc
56785,לא,la
56786,יביאו,ibiaw
56787,לשינוי,leinwi
56788,מהותי,mhwti
56789,בכיוון,bkiwwn
56790,המחשבה,hmxebh
56791,הישראלית,hieralit
56792,החזקה,hxzqh
56793,הערבים,hyrbim
56794,ילך,ilk
56795,ויגדל,wigdl
56796,כל,kl
56797,הוליד,hwlid
56798,הליכוד,hlikwd
56799,ולא,wla
56800,כך,kk
56801,לא,la
56802,הצליח,hclix
56803,אפילו,apilw
56804,לנצל,lncl
56805,את,at
56806,הגל,hgl
56807,העכור,hykwr
56808,הזה,hzh
56809,בוקרשט,bwqrev
56810,גל,gl
56811,של,el
56812,סכסוכי,skswki
56813,מדיניות,mdiniwt
56814,הממשלה,hmmelh
56815,הדוגלת,hdwglt
56816,במעבר,bmybr
56817,לכלכלת,lklklt
56818,אלפי,alpi
56819,עובדים,ywbdim
56820,נרגזים,nrgzim
56821,הפגינו,hpginw
56822,במערב,bmyrb
56823,רומניה,rwmnih
56824,שם,em
56825,המהפכה,hmhpkh
56826,נגד,ngd
56827,צאושסקו,cawesqw
56828,נגד,ngd
56829,המחירים,hmxirim
56830,עקב,yqb
56831,ביטול,bivwl
56832,הסובסידיות,hswbsidiwt
56833,על,yl
56834,מוצרי,mwcri
56835,צריכה,crikh
56836,לא,la
56837,חיוניים,xiwniim
56838,ועל,wyl
56839,שירותים,eirwtim
56840,שונים,ewnim
56841,הפגנות,hpgnwt
56842,מחאה,mxah
56843,פרצו,prcw
56844,בטירגוביסטה,bvirgwbisvh
56845,עיר,yir
56846,תעשייתית,tyeiitit
56847,בדרום,bdrwm
56848,ובשבוע,wbebwy
56849,הבא,hba
56850,צפויות,cpwiwt
56851,הפגנות,hpgnwt
56852,בערים,byrim
56853,במלאות,bmlawt
56854,שלוש,elwe
56855,שנים,enim
56856,להתקוממות,lhtqwmmwt
56857,נגד,ngd
56858,המשטר,hmevr
56859,הקומוניסטי,hqwmwnisvi
56860,סכסוכי,skswki
56861,העבודה,hybwdh
56862,החלו,hxlw
56863,בשבוע,bebwy
56864,בבוקרשט,bbwqrev
56865,ביוזמת,biwzmt
56866,המקצועיים,hmqcwyiim
56867,אלפי,alpi
56868,עובדי,ywbdi
56869,תעשייה,tyeiih
56870,ממורמרים,mmwrmrim
56871,האשימו,haeimw
56872,את,at
56873,ממשלת,mmelt
56874,חזית,xzit
56875,מתקנות,mtqnwt
56876,שנועדו,enwydw
56877,להגן,lhgn
56878,על,yl
56879,העובדים,hywbdim
56880,בעת,byt
56881,יישום,iiewm
56882,התכנית,htknit
56883,הכלכלית,hklklit
56884,החדשה,hxdeh
56885,פרשנים,prenim
56886,מציינים,mciinim
56887,כי,ki
56888,מאחר,maxr
56889,שכבר,ekbr
56890,עברו,ybrw
56891,על,yl
56892,הרומנים,hrwmnim
56893,עשר,yer
56894,שנים,enim
56895,של,el
56896,הידרדרות,hidrdrwt
56897,החיים,hxiim
56898,אין,ain
56899,מוכנים,mwknim
56900,לעמוד,lymwd
56901,בתכניות,btkniwt
56902,צנע,cny
56903,חדשות,xdewt
56904,הנחשבות,hnxebwt
56905,הליברליזציה,hlibrlizcih
56906,של,el
56907,והמעבר,whmybr
56908,לשוק,lewq
56909,ראש,rae
56910,הממשלה,hmmelh
56911,פטר,pvr
56912,רומאן,rwman
56913,המיישם,hmiiem
56914,תכנית,tknit
56915,של,el
56916,העלאות,hylawt
56917,מחירים,mxirim
56918,חריפות,xripwt
56919,שלא,ela
56920,היו,hiw
56921,כמותן,kmwtn
56922,05,05
56923,שנה,enh
56924,את,at
56925,גילויי,gilwii
56926,המחאה,hmxah
56927,ואמר,wamr
56928,כי,ki
56929,אין,ain
56930,חשיבות,xeibwt
56931,ביום,biwm
56932,חמישי,xmiei
56933,שעבר,eybr
56934,התכנסו,htknsw
56935,כמה,kmh
56936,לציון,lciwn
56937,זכרו,zkrw
56938,של,el
56939,מלך,mlk
56940,לשעבר,leybr
56941,מיכאיל,mikail
56942,שהוגלה,ehwglh
56943,מן,mn
56944,המדינה,hmdinh
56945,ב7491,b7491
56946,הם,hm
56947,קראו,qraw
56948,בשמו,bemw
56949,בכיכר,bkikr
56950,האוניברסיטה,hawnibrsivh
56951,שם,em
56952,התקיימו,htqiimw
56953,כמה,kmh
56954,הפגנות,hpgnwt
56955,ממשלתיות,mmeltiwt
56956,בימים,bimim
56957,האחרונים,haxrwnim
56958,המפגינים,hmpginim
56959,בעצרת,bycrt
56960,בטימישוארה,bvimiewarh
56961,מצור,mcwr
56962,על,yl
56963,הממשלה,hmmelh
56964,בעיר,byir
56965,למשך,lmek
56966,כמה,kmh
56967,ומסרו,wmsrw
56968,עצומות,ycwmwt
56969,חתומות,xtwmwt
56970,ידי,idi
56971,אלפי,alpi
56972,אנשים,aneim
56973,למשאל,lmeal
56974,עם,ym
56975,בשאלה,bealh
56976,אם,am
56977,רומניה,rwmnih
56978,תוכל,twkl
56979,להישאר,lhiear
56980,רפובליקה,rpwbliqh
56981,או,aw
56982,תהפוך,thpwk
56983,למונארכיה,lmwnarkih
56984,לתנועת,ltnwyt
56985,המחאה,hmxah
56986,גם,gm
56987,האיגודים,haigwdim
56988,המקצועיים,hmqcwyiim
56989,של,el
56990,הטלוויזיה,hvlwwizih
56991,העובדים,hywbdim
