id,frequency,word
1431,מתוכננים,24
1432,ללכת,1002
1433,בכיוון,166
1434,מסויים,390
1435,הרוח,263
1436,דוחפת,11
1437,לכיוון,280
1438,נלחמים,63
1439,אופקית,13
1440,הרוחות,60
1441,סיוט,19
1442,מכוונים,53
1443,הכדור,132
1444,הבנה,163
1445,שהאטמוספרה,3
1446,מורכבת,159
1447,משכבות,2
1448,רוח,240
1449,לשנות,1057
1450,הכיוון,61
1451,עפים,33
1452,בכדור,120
1453,גובה,76
1454,שינוי,870
1455,לרמה,82
1456,פסיכולוגית,37
1457,פילוסופית,15
1458,רוחנית,26
1459,משנים,156
1460,הגובה,59
1461,עוברים,296
1462,מהמטאפורה,1
1463,פרקטית,7
1464,להשתמש,1509
1465,יום,1828
1466,פורח,21
1467,זבורית,6
1468,וכשאנו,28
1469,זורקים,50
1470,הזבורית,4
1471,חול,108
1472,מים,879
1473,ציוד,119
1474,שכבר,256
1475,שככה,19
1476,כשאנשים,110
1477,מדברים,774
1478,חלוצית,7
1479,לרוב,224
1480,מאמינים,447
1481,שחלוצים,1
1482,הרעיונות,285
1483,החדשים,140
1484,נכון,2189
1485,החלוצים,5
1486,להגיע,1097
1487,לרעיונות,51
1488,חדשים,723
1489,עוצמים,3
1490,העיניים,203
1491,לרגע,250
1492,לכולנו,169
1493,רעיונות,565
1494,החלוץ,8
1495,שמרשה,1
1496,לעצמו,116
1497,לזרוק,65
1498,הרגלים,43
1499,בטוחים,213
1500,אמונות,41
1501,קריאה,91
1502,פרדיגמות,4
1503,דוגמות,8
1504,וכשאנחנו,34
1505,מצליחים,192
1506,שהולך,78
1507,במימד,12
1508,מורכבים,155
1509,מהרבה,44
1510,קווים,51
1511,אפשריים,82
1512,אפשרי,643
1513,שלושת,208
1514,המימדים,40
1515,ורוח,13
1516,תהייה,37
1517,שנרשה,2
1518,לעצמנו,182
1519,הציר,50
1520,האנכי,30
1521,כמובן,1433
1522,האטמוספירה,61
1523,חקרו,23
1524,אומרת,612
1525,הדרכים,141
1526,להתנהג,67
1527,שתמצאו,35
1528,שלוקחת,9
1529,שתרצו,64
1530,פרקטי,12
1531,בפוליטיקה,50
1532,סביבתית,54
1533,בכספים,7
1534,בחינוך,99
1535,הילדים,841
1536,מאמין,571
1537,שהחיים,81
1538,הרפתקה,14
1539,גדולה,939
1540,נצליח,80
1541,פוליטיקה,81
1542,בלי,809
1543,השוחה,4
1544,האגף,2
1545,הימני,65
1546,והשמאלי,3
1547,שנשליך,2
1548,הדוגמה,84
1549,הפוליטית,86
1550,שנצליח,13
1551,לשמור,383
1552,הסביבה,418
1553,ניפטר,12
1554,נשליך,4
1555,הפונדמנטליסטיות,1
1556,מהירוקים,2
1557,הראו,118
1558,בעבר,438
1559,ושאנחנו,30
1560,לכוון,93
1561,מהדוגמות,2
1562,הדתיות,9
1563,להשליך,30
1564,כזבורית,1
1565,בהם,1427
1566,הייתי,3245
1567,לטוס,120
1568,מוזמן,18
1569,וברור,65
1570,איזה,737
1571,ואיזה,36
1572,לבחור,358
1573,לפעמים,643
1574,משפחה,238
1575,פסיכיאטר,7
1576,חזאי,4
1577,האיש,239
1578,שמחשב,15
1579,שכבת,38
1580,ובאיזה,19
1581,לטייס,4
1582,פרדוקסלי,13
1583,כשבריאן,1
1584,טסנו,23
1585,החזאי,2
1586,ביקש,67
1587,מאיתנו,714
1588,די,1797
1589,נמוך,205
1590,ומאוד,77
1591,לאט,191
1592,וכשחישבנו,1
1593,במהירות,498
1594,המרנו,2
1595,פיו,20
1596,ובמהירות,12
1597,כפולה,57
1598,והייתי,382
1599,גאה,99
1600,זרם,124
1601,הסילון,18
1602,שהתקשרתי,2
1603,לחזאי,1
1604,לו,3140
1605,הי,98
1606,טייסים,11
1607,פה,1368
1608,טסים,39
1609,משצפית,1
1610,והוא,2683
1611,אמר,1837
1612,תעשו,148
1613,רדו,6
1614,להאט,68
1615,להתווכח,41
1616,הולך,1518
1617,מספיק,1136
1618,גז,147
1619,הלחץ,94
1620,הנמוך,36
1621,לשמאלכם,3
1622,תטוסו,2
1623,מהר,836
1624,מדי,1180
1625,תוך,891
1626,שעות,692
1627,תפנו,12
1628,שמאלה,45
1629,ותגיעו,3
1630,לקוטב,45
1631,הצפוני,116
1632,שאל,144
1633,אותי,2629
1634,אשכח,44
1635,בחיי,295
1636,הטייס,25
1637,הטוב,375
1638,שם,4263
1639,הנכון,317
1640,ובגלל,140
1641,חזאים,1
1642,ראייה,87
1643,למרחק,39
1644,שחסר,28
1645,בראייה,11
1646,העכשווית,17
1647,בממשלות,8
1648,הפוליטיות,30
1649,שורפים,30
1650,ששמעתם,62
1651,אנרגיה,692
1652,שדרך,35
1653,נטולת,15
1654,קיימות,128
1655,כזו,441
1656,תוכל,252
1657,להחזיק,165
1658,הנמכנו,1
1659,האטנו,1
1660,ועברנו,13
1661,רגעים,105
1662,חרדה,39
1663,ידענו,178
1664,הגז,51
1665,יאפשר,38
1666,מסע,197
1667,קילומטר,162
1668,צפוי,110
1669,שיהיו,268
1670,ספקות,14
1671,פחדים,17
1672,ופה,45
1673,ההרפתקה,13
1674,החלה,130
1675,כשטסנו,2
1676,מעל,877
1677,הסהרה,23
1678,והודו,23
1679,חופשים,1
1680,קלים,80
1681,הינו,117
1682,לנחות,30
1683,ולטוס,9
1684,במטוס,52
1685,הפסיפי,11
1686,כשאין,28
1687,לך,2138
1688,הטובות,215
1689,לחזור,478
1690,משבר,156
1691,הרגע,275
1692,שאתה,1192
1693,חייב,739
1694,להתעורר,41
1695,מדרך,9
1696,החשיבה,165
1697,האוטומטית,6
1698,לדרבן,5
1699,הפוטנציאל,136
1700,הפנימי,84
1701,היצירתיות,73
1702,זורק,26
1703,הבטוחים,6
1704,להתאים,158
1705,עצמך,193
1706,למצב,196
1707,החדש,349
1708,ובעצם,126
1709,שינינו,48
1710,תוכנית,308
1711,הטיסה,60
1712,האסטרטגיה,34
1713,ואחרי,232
1714,נחתנו,5
1715,בהצלחה,116
1716,במצריים,9
1717,אראה,310
1718,שמחים,147
1719,נשאר,191
1720,בבקבוקים,6
1721,האחרוים,1
1722,לקחנו,140
1723,איתנו,202
1724,טון,105
1725,פרופאן,6
1726,נוזלי,42
1727,קילו,93
1728,כשראיתי,42
1729,הבטחתי,21
1730,לעצמי,389
1731,שבפעם,22
1732,שאטוס,3
1733,תהיה,837
1734,דלק,232
1735,בכלל,665
1736,משוחרר,9
1737,מאנרגיה,9
1738,ממאובנים,5
1739,בטוח,624
1740,מאויים,3
1741,מד,32
1742,הדלק,114
1743,מושג,515
1744,חשבתי,994
1745,חלום,110
1746,להגשים,65
1747,וכשהקפסולה,1
1748,הוצגה,13
1749,רשמית,26
1750,במוזאון,10
1751,התעופה,135
1752,והחלל,8
1753,בוושינגטון,64
1754,המטוס,100
1755,צרלס,47
1756,לינדברג,9
1757,האפולו,5
1758,האחים,57
1759,רייט,40
1760,צאק,32
1761,ייגר,2
1762,מחשבה,176
1763,המאה,403
1764,העשרים,63
1765,גאונית,6
1766,אפשרה,17
1767,בעתיד,332
1768,לוקח,387
1769,יעלה,83
1770,אסור,134
1771,שנצטרך,37
1772,המשאבים,140
1773,הטבעיים,21
1774,עשורים,101
1775,מעכשיו,54
1776,נוכל,1192
1777,להנציח,5
1778,החלוצית,6
1779,בדלקים,8
1780,מאובנים,84
1781,הפרוייקט,238
1782,דחף,53
1783,סולארי,32
1784,לנוע,165
1785,בראש,265
1786,יפה,509
1787,למאה,32
1788,להמשיך,418
1789,לכבוש,24
1790,כדור,783
1791,הארץ,1019
1792,החלל,337
1793,נעשה,852
1794,לשפר,233
1795,איכות,215
1796,קרח,143
1797,הוודאות,27
1798,המופלא,39
1799,ביותר,4083
1800,למציאות,92
1801,שהיום,71
1802,להיפטר,87
1803,מהתלות,5
1804,יצחקו,6
1805,חוץ,303
1806,מפה,196
1807,מטורפים,32
1808,מוזמנים,28
1809,נטוס,12
1810,מונע,71
1811,סולארית,33
1812,שימוש,657
1813,בדלק,24
1814,יוכל,301
1815,למכוניות,35
1816,למערכות,48
1817,חימום,36
1818,למחשבים,37
1819,וכו,312
1820,מטוסים,103
1821,מונעים,67
1822,כוח,616
1823,טסו,21
1824,יכולת,443
1825,שימור,73
1826,סוללות,29
1827,שאומר,255
1828,הוכיחו,20
1829,המגבלות,45
1830,מתחדשת,44
1831,שלה,1565
1832,ולילה,39
1833,לטעון,116
1834,הסוללות,18
1835,שנוכל,446
1836,ולהמשיך,33
1837,ביום,652
1838,למחרת,96
1839,בטיסנים,1
1840,מונחי,2
1841,שלט,83
1842,נשארה,38
1843,אנקדוטה,6
1844,שהציבור,12
1845,להזדהות,27
1846,שצריך,421
1847,טייס,39
1848,שיכול,333
1849,האוניברסיטאות,16
1850,פוליטיקאים,41
1851,ולהפוך,133
1852,לחוויה,30
1853,אנושית,196
1854,לצערנו,34
1855,מוטת,11
1856,כנף,29
1857,מטר,436
1858,מספיקה,23
1859,מקדם,24
1860,אירודינמי,1
1861,להחליף,168
1862,ועם,384
1863,מטרים,239
1864,מרובעים,27
1865,לייצר,548
1866,אותה,2997
1867,כמות,529
1868,נורות,58
1869,קטנות,357
1870,עץ,320
1871,חג,95
1872,מולד,26
1873,לשאת,104
1874,מטוס,138
1875,האנרגיה,390
1876,יאמרו,72
1877,וזו,778
1878,מנסים,641
1879,השקנו,31
1880,אנדרה,7
1881,בורשברג,1
1882,בצוות,42
1883,עברנו,127
1884,שלבי,14
1885,הסימולציה,16
1886,עיצוב,462
1887,חישוב,60
1888,הכנת,27
1889,ההרכבה,13
1890,אב,121
1891,הטיפוס,41
1892,השגנו,43
1893,אחרי,2158
1894,שנתיים,345
1895,עבודה,1059
1896,תא,230
1897,מדחף,6
1898,מנוע,121
1899,תוכנן,26
1900,אומן,19
1901,לקורות,3
1902,הכנף,29
1903,ולפני,102
1904,חודש,158
1905,חשפנו,6
1906,לתאר,222
1907,לעצמכם,253
1908,לצוות,39
1909,שעבד,43
1910,וחזון,3
1911,אמיתי,514
1912,שסוף,14
1913,סוף,513
1914,להציג,357
1915,המטרה,328
1916,להמריא,19
1917,השנה,612
1918,למבחן,14
1919,באביב,40
1920,בקיץ,113
1921,בכוח,125
1922,עצמי,821
1923,עזרה,199
1924,חיצונית,34
1925,גרירה,4
1926,לטפס,74
1927,לגובה,71
1928,ובאותו,119
1929,מפעילים,48
1930,המנועים,19
1931,וכשמגיעים,5
1932,לרום,1
1933,מקסימלי,7
1934,לשעת,10
1935,הדמדומים,4
1936,ושם,221
1937,בלבד,439
1938,לזריחה,3
1939,שהסוללות,2
1940,יתרוקנו,1
1941,הסמל,26
1942,כבד,143
1943,מבזבז,20
1944,נצלח,1
1945,הלילה,216
1946,ובעולם,29
1947,נמשיך,100
1948,להתפנק,1
1949,לבזבז,68
1950,משאבי,47
1951,שצורכים,5
1952,שרוב,179
1953,החברות,203
1954,יגיעו,79
1955,לפשיטת,6
1956,רגל,248
1957,נעביר,13
1958,הכוכב,144
1959,לדור,49
1960,הבא,827
1961,משמעותיות,58
1962,שהמטוס,4
1963,סמל,65
1964,יוביל,37
1965,בשנים,149
1966,הקרובות,83
1967,כשלינדברג,1
1968,חצה,13
1969,האטלנטי,61
1970,המשקל,80
1971,הספיק,22
1972,וקצת,70
1973,שחצה,5
1974,להתחיל,855
1975,ולהראות,37
1976,דוגמה,438
1977,קצת,1967
1978,בתמונה,239
1979,ציור,117
1980,מגריט,5
1981,בהולנד,28
1982,אוהב,738
1983,מקטרת,5
1984,וכתוב,34
1985,להשיג,671
1986,כשאנו,230
1987,בבלתי,6
1988,צוות,252
1989,ובעיקר,54
1990,הידועים,25
1991,מושלכים,4
1992,שמשמח,4
1993,שבהתחלה,8
1994,יבינו,44
1995,המסר,161
1996,ויותר,670
1997,הסמליות,2
1998,פורומים,4
1999,לאנרגיה,56
2000,טיפשי,28
2001,הרצאות,73
2002,היום,3160
2003,ראיונות,37
2004,פגישות,29
2005,להוסיף,197
2006,שיותר,182
2007,ההצלחה,104
2008,תגיע,60
2009,תבוא,18
2010,יונעו,1
2011,היומיומיים,13
2012,לחסוך,78
2013,הטכנולוגיות,124
2014,עד,3402
2015,מהאנרגיה,34
2016,במדינה,268
2017,ארופאית,2
2018,ולפתור,19
2019,חצי,437
2020,מהשאר,5
2021,משאיר,52
2022,לנפט,26
2023,פחם,102
2024,גרעינית,87
2025,שמאמינים,38
2026,בסוג,104
2027,להיכנס,285
2028,להירשם,18
2029,עצות,23
2030,לתת,1091
2031,הערות,55
2032,הבשורה,19
2033,באוויר,131
2034,הקרקע,225
2035,לדעת,894
2036,נפלאים,111
2037,וההצלחה,4
2038,נעז,3
2039,להתגבר,118
2040,הפחד,126
2041,מהקרח,7
2042,המכשול,19
2043,חזון,96
2044,איתה,211
2045,שאתם,2662
2046,באיזה,155
2047,בחייכם,49
2048,להצלחה,84
2049,לנקודה,147
2050,שבאמת,400
2051,שייכת,29
2052,שהאנרגיה,10
2053,החלופית,4
2054,והתשוקה,7
2055,נלך,71
2056,מאחל,13
2057,הרפתקאה,11
2058,מוצלחת,55
2059,בכנפי,2
2060,העתיד,484
2061,רבה,1745
2062,זהו,2865
2063,לחם,81
2064,חיטה,34
2065,מלאה,232
2066,מיוצר,45
2067,בשיטה,57
2068,שהשתעשעתי,1
2069,לאחרונה,513
2070,ושפיתחתי,1
2071,וכתבתי,38
2072,ובהיעדר,3
2073,הולם,26
2074,אנו,6185
2075,מכנים,239
2076,השיטה,118
2077,האפוקסית,2
2078,מכנה,152
2079,כי,4814
2080,השם,158
2081,הכי,2131
2082,מעורר,91
2083,תיאבון,3
2084,כשחושבים,43
2085,דבק,44
2086,אפוקסי,3
2087,מדובר,645
2088,בשני,252
2089,סוגי,285
2090,שרף,21
2091,כשלעצמו,16
2092,איננו,506
2093,אך,3239
2094,כשמחברים,6
2095,מתרחשת,75
2096,ומקבלים,57
2097,חזק,401
2098,ורבעוצמה,1
2099,שניסיתי,54
2100,לאסוף,206
2101,שעולם,15
2102,אפיית,1
2103,הלחם,60
2104,שקהילת,5
2105,אופיהלחם,1
2106,המיומנים,1
2107,השתדלה,1
2108,השנים,986
2109,האחרונות,816
2110,מאז,680
2111,שותפים,95
2112,לרנסנס,1
2113,באמריקה,257
2114,ולחבר,28
2115,הכל,1726
2116,שיטה,120
2117,שתסייע,6
2118,באפיית,1
2119,המלא,41
2120,להודות,202
2121,בכך,830
2122,ללחם,12
2123,מלא,405
2124,שמזה,4
2125,שהקמח,1
2126,חלופה,13
2127,בריאה,88
2128,הגענו,221
2129,מדרגה,27
2130,ומנסים,46
2131,בפועל,206
2132,לאכול,291
2133,האתגר,201
2134,אופה,13
2135,שיהיה,519
2136,טעים,44
2137,קמח,7
2138,לבן,204
2139,הקמח,5
2140,הלבן,123
2141,מתוק,35
2142,ברובו,25
2143,עמילן,7
2144,ועמילן,1
2145,כשמפרקים,2
2146,סוכר,86
2147,האופה,11
2148,להוציא,303
2149,להבליט,8
2150,הסוכר,36
2151,הלכוד,2
2152,בעמילן,2
2153,כשמדובר,60
2154,בלחם,7
2155,המכשולים,22
2156,סובין,1
2157,החלק,487
2158,בריא,133
2159,הסיבים,23
2160,התזונתיים,2
2161,מפוצץ,9
2162,בסיבים,6
2163,הסובין,1
2164,סיבים,44
2165,תזונתיים,3
2166,נבטים,4
2167,הטובים,295
2168,החלקים,171
2169,הטעימים,1
2170,החיטה,16
2171,שהלחם,9
2172,מבחינה,369
2173,היסטורית,55
2174,אשם,31
2175,מזון,439
2176,ציטוט,74
2177,ובאופן,144
2178,במשהו,187
2179,עליו,1359
2180,כמשהו,46
2181,מחוייבים,17
2182,תאווה,6
2183,ואהבת,6
2184,הטעם,58
2185,ובשורה,5
2186,התחתונה,103
2187,שלומד,3
2188,בישול,41
2189,שף,18
2190,לספק,306
2191,טעם,95
2192,המלך,69
2193,שולט,56
2194,קורא,271
2195,למישהו,267
2196,שטוב,31
2197,בשבילו,55
2198,יאכל,5
2199,יאהב,8
2200,שבלחם,1
2201,נטעם,1
2202,בארוחת,31
2203,הצהרים,16
2204,אסביר,45
2205,עשוי,383
2206,משני,159
2207,עיסתבסיס,1
2208,נסיון,125
2209,בהבלטת,1
